sourceA,idA,sourceB,idB,overlap,similarity
frick,11663a,zeri,39986,68.36,12.20
frick,11663a,zeri,39985,100.00,11.80
frick,11663a,frick,11663c,100.00,9.84
frick,11665,zeri,45771,100.00,40.00
frick,11663c,frick,11663,26.97,10.80
frick,11663c,zeri,39986,28.11,10.40
frick,11663c,frick,11663a,47.66,9.64
frick,11669,zeri,45770,97.49,69.40
frick,11667,zeri,87704,95.76,19.60
frick,11683,frick,11687,98.16,42.00
frick,11687,frick,11683,90.02,40.40
frick,11693,zeri,43385,100.00,52.50
frick,11710,zeri,44072,100.00,15.70
frick,11710,zeri,44074,100.00,13.30
frick,11710,zeri,44073,100.00,11.00
frick,11713,frick,11713a,81.45,25.10
frick,11713a,frick,11713,100.00,21.60
frick,11716,zeri,45131,100.00,28.20
frick,11716,frick,11716a,100.00,18.80
frick,11716a,zeri,45131,100.00,51.00
frick,11716a,frick,11716,82.27,22.70
frick,11717,zeri,45094,98.59,27.10
frick,11734,zeri,45782,99.99,63.80
frick,11738,zeri,47879,99.42,52.50
frick,11738,zeri,47878,99.84,45.90
frick,11739,frick,11575,100.00,37.60
frick,11755,frick,14348,48.51,8.63
frick,11756,frick,14349,92.51,52.40
frick,11759,frick,14346,96.76,29.10
frick,11786,frick,14347,94.46,56.10
frick,1179,zeri,75792,100.00,51.00
frick,11795,frick,1432,97.56,10.20
frick,11797,zeri,56105,100.00,73.30
frick,11798a,zeri,56022,99.84,43.50
frick,11798a,frick,11798,99.86,29.40
frick,11798a,zeri,56021,100.00,26.30
frick,11798a,zeri,56020,100.00,21.20
frick,11798a,zeri,56023,99.33,14.90
frick,11798,zeri,56020,100.00,54.50
frick,11798,zeri,56021,100.00,51.40
frick,11798,frick,11798a,97.81,28.20
frick,11798,zeri,56022,100.00,26.30
frick,11798,zeri,56023,100.00,21.60
frick,11798,zeri,56019,99.70,14.10
frick,11802,zeri,76940,98.35,11.40
frick,11808a,frick,11847,88.99,50.60
frick,11808c,frick,11846,98.50,56.90
frick,11809,frick,11809a,94.25,16.10
frick,11809a,frick,11809,51.27,15.30
frick,11815,zeri,48138,100.00,67.10
frick,11817,zeri,48144,100.00,72.50
frick,11818,zeri,48142,100.00,60.40
frick,11819,zeri,48143,100.00,61.20
frick,11820,zeri,48141,99.30,69.80
frick,11821,zeri,48140,99.03,64.70
frick,11825,zeri,64692,100.00,61.60
frick,11829,zeri,56197,99.89,64.30
frick,11834a,zeri,56242,99.85,34.90
frick,11833,zeri,55976,100.00,46.90
frick,11833a,zeri,55975,99.78,39.00
frick,11834,zeri,56244,93.39,9.41
frick,11835,zeri,56253,99.88,21.20
frick,11835,frick,8574,99.09,15.30
frick,11843,frick,11843a,100.00,36.10
frick,11843a,frick,11843,100.00,40.40
frick,11846,frick,11808c,97.08,57.60
frick,11847,frick,11808a,98.38,53.70
frick,11848,zeri,48890,100.00,57.30
frick,11848,zeri,48889,100.00,16.50
frick,11851,frick,11850,29.04,10.60
frick,11851,frick,11851a,23.26,8.63
frick,11867,frick,11867a,99.36,10.70
frick,11867a,frick,11867,96.70,11.40
frick,11868a,frick,11868b,42.61,16.10
frick,11868b,frick,11868a,94.37,18.00
frick,11883,frick,1408,98.47,52.80
frick,11885,frick,11885b,79.63,13.00
frick,11885,frick,11885c,70.62,12.60
frick,11885a,frick,11885b,100.00,12.90
frick,11885a,frick,11885c,98.62,12.20
frick,11885c,frick,11885a,99.86,13.30
frick,11885c,frick,11885b,100.00,12.20
frick,11885c,frick,11885,100.00,9.80
frick,11885b,frick,11885c,91.72,15.80
frick,11885b,frick,11885a,89.87,14.60
frick,11885b,frick,11885,97.52,11.90
frick,11895,frick,11895d,89.54,12.30
frick,11895,frick,11895a,19.74,11.90
frick,11895a,frick,11895,100.00,11.40
frick,11896,zeri,48176,100.00,9.06
frick,11915,frick,11915a,98.50,3.95
frick,11915a,frick,11915,92.28,6.85
frick,11916,frick,11916e,17.44,6.27
frick,11919a,zeri,33604,96.67,48.80
frick,11919,zeri,33606,98.91,44.10
frick,11919b,zeri,33607,97.59,48.80
frick,11919d,zeri,33608,97.52,47.70
frick,11919c,zeri,33603,98.92,49.40
frick,11919f,zeri,33609,97.19,48.40
frick,11919h,zeri,33605,97.29,44.70
frick,1193,frick,2726,100.00,57.30
frick,11929,zeri,42452,99.88,63.90
frick,11931,zeri,34432,90.20,58.90
frick,11930,zeri,66002,100.00,54.10
frick,11933,zeri,47276,100.00,61.60
frick,11933,frick,6935,94.78,43.10
frick,11933,zeri,47275,100.00,22.40
frick,11936,zeri,36480,100.00,68.60
frick,11936,zeri,36481,99.67,38.40
frick,11935,zeri,57087,100.00,20.40
frick,11935,zeri,57086,100.00,17.60
frick,11944,zeri,42400,100.00,55.30
frick,11945,zeri,42616,100.00,50.60
frick,11950,zeri,71412,100.00,35.20
frick,11950,frick,11950a,27.65,9.09
frick,11950,zeri,71414,100.00,7.91
frick,11950,frick,11950b,50.92,6.32
frick,11950a,zeri,71413,100.00,32.50
frick,11950a,frick,11950b,64.05,24.30
frick,11950a,frick,11950,100.00,10.20
frick,11950a,zeri,71414,100.00,7.06
frick,11950b,frick,11950a,52.13,25.20
frick,11950b,zeri,71413,61.65,25.20
frick,11950b,zeri,71412,62.99,8.66
frick,11950b,frick,11950,85.61,7.48
frick,11950b,zeri,71414,66.43,7.48
frick,11958a,zeri,33578,100.00,40.40
frick,11958,zeri,33579,100.00,39.60
frick,11960,zeri,42162,100.00,56.10
frick,11960a,zeri,42163,100.00,37.30
frick,11964,zeri,36557,98.40,19.20
frick,11964,frick,11964a,99.22,11.80
frick,11964a,zeri,36557,97.26,49.40
frick,11964a,frick,11964,99.07,12.20
frick,11965,zeri,38904,95.19,61.60
frick,11965,zeri,38905,98.13,38.40
frick,11967,frick,12070,99.43,52.90
frick,11969,frick,12071,86.23,19.20
frick,11969,frick,12074,65.61,12.50
frick,11970,frick,12042,97.85,56.50
frick,11973,zeri,60592,82.77,45.50
frick,11974,zeri,71271,100.00,50.20
frick,11979,zeri,87502,71.37,27.50
frick,11978,zeri,87503,68.10,19.20
frick,11977,frick,747,100.00,37.90
frick,11977,zeri,43048,100.00,35.60
frick,11991,zeri,83634,88.25,28.60
frick,11990,zeri,89982,94.42,42.00
frick,11995,frick,11995a,99.93,26.80
frick,11995a,frick,11995,96.18,19.60
frick,12,frick,12a,100.00,24.70
frick,12006c,frick,12006b,37.55,9.02
frick,12006b,frick,12006c,100.00,9.02
frick,12008,frick,12008a,85.87,16.50
frick,12008a,frick,12008,100.00,18.00
frick,12009,frick,53,99.39,39.30
frick,12010,frick,10312,100.00,52.90
frick,1202,frick,1085,96.58,49.80
frick,12026,frick,12026a,97.65,59.60
frick,12026a,frick,12026,100.00,59.60
frick,12033,frick,12274a,100.00,56.90
frick,12036,zeri,31760,100.00,28.60
frick,12035,zeri,48204,100.00,16.50
frick,12038,zeri,51352,100.00,65.40
frick,12038,zeri,51353,100.00,61.40
frick,12040,frick,11597,80.81,31.40
frick,12042,frick,11970,95.25,55.70
frick,12042a,frick,14171,100.00,32.90
frick,12047,frick,12048,63.36,27.10
frick,12049,zeri,42727,97.65,70.20
frick,12049,zeri,42728,97.03,69.40
frick,12049,zeri,42726,99.66,22.70
frick,12048,frick,12047,60.46,25.90
frick,12050,zeri,42729,99.63,77.30
frick,12050,zeri,42730,98.04,71.40
frick,12052,zeri,33479,100.00,48.80
frick,12055,zeri,43032,100.00,57.30
frick,12055,zeri,43031,100.00,31.80
frick,12057,frick,12058,97.59,76.10
frick,12058,frick,12057,100.00,74.10
frick,12071,frick,11969,76.77,22.50
frick,12070,frick,11967,98.51,52.90
frick,12072,frick,12073,100.00,77.60
frick,12072,frick,676,97.88,23.50
frick,12073,frick,12072,98.41,78.80
frick,12073,frick,676,97.94,22.70
frick,12074,frick,11969,100.00,14.10
frick,12082,zeri,74234,99.06,68.60
frick,12080,zeri,78098,98.74,63.50
frick,12104,frick,14344,99.98,59.20
frick,12126,zeri,43026,100.00,52.90
frick,1216,frick,1157,100.00,98.40
frick,1216,frick,8446,99.08,32.90
frick,1217,frick,1156,100.00,98.00
frick,12199,frick,12199b,79.50,18.80
frick,12199,frick,12199d,100.00,12.90
frick,12199a,frick,12199c,100.00,20.40
frick,12199c,frick,12199a,71.10,22.00
frick,12199b,frick,12199,99.53,14.10
frick,12200c,frick,12269,97.80,47.50
frick,12201,frick,12201b,91.82,8.63
frick,12208,zeri,51396,100.00,25.90
frick,12209,frick,12209a,93.54,15.30
frick,12209a,frick,12209,99.40,16.30
frick,12210a,frick,12261a,100.00,41.20
frick,12210,frick,12261,96.58,60.10
frick,12210,frick,12210a,98.65,6.72
frick,12218,frick,12218a,93.80,18.40
frick,12218a,frick,12218,100.00,18.40
frick,12220,frick,12220a,86.39,34.50
frick,12220a,frick,12220,99.89,35.70
frick,12229b,frick,12229d,88.50,15.30
frick,12229d,frick,12229b,92.38,14.90
frick,12234b,frick,12234a,100.00,13.30
frick,12239,zeri,48135,100.00,55.30
frick,12240,frick,12240a,87.67,6.77
frick,12241,frick,12241b,22.73,7.06
frick,12240a,frick,12240,50.80,6.32
frick,12241b,frick,12241,99.30,7.45
frick,12257,frick,11257,98.93,68.60
frick,12257,frick,7747i,90.02,62.40
frick,12258,frick,12258c,98.86,67.80
frick,12257a,frick,9628,88.88,62.70
frick,12257a,frick,9978,88.88,62.70
frick,12257a,frick,11257a,84.89,53.70
frick,12257a,frick,7747,86.17,49.00
frick,12257b,frick,11257b,79.20,37.60
frick,12257b,frick,7747d,83.64,36.10
frick,12258c,frick,12258,99.83,70.20
frick,12261,frick,12210,100.00,61.20
frick,12261a,frick,12210a,64.43,41.90
frick,12266,frick,1660,100.00,14.10
frick,12267,frick,1709,100.00,19.80
frick,12270,zeri,45856,100.00,30.60
frick,12269,frick,12200c,100.00,50.20
frick,12272a,zeri,166074,100.00,40.00
frick,12272a,zeri,54423,100.00,40.00
frick,12272a,frick,12272,97.11,11.00
frick,12272b,zeri,54425,100.00,44.70
frick,12272,zeri,54424,100.00,18.00
frick,12272,zeri,54423,40.96,12.50
frick,12272,zeri,166074,41.26,10.60
frick,12273,zeri,48837,44.02,12.60
frick,12273,zeri,48838,38.29,8.27
frick,12274a,frick,12033,98.48,54.50
frick,12277,zeri,54626,99.77,63.10
frick,12278,zeri,71726,98.43,46.70
frick,12278,frick,12278a,96.11,46.30
frick,12278,zeri,71721,98.19,46.30
frick,12278,frick,12278b,86.76,24.70
frick,12278b,zeri,71726,100.00,43.50
frick,12278b,frick,12278a,100.00,34.50
frick,12278b,frick,12278,100.00,25.90
frick,12278b,zeri,71721,100.00,25.90
frick,12278b,zeri,71720,100.00,9.80
frick,12278a,zeri,71726,99.81,68.20
frick,12278a,zeri,71721,100.00,51.40
frick,12278a,frick,12278,99.20,45.50
frick,12278a,frick,12278b,91.99,36.50
frick,12278a,zeri,71720,100.00,12.20
frick,12279,zeri,71599,95.76,46.30
frick,12281,zeri,49232,97.52,10.20
frick,12281,zeri,49231,100.00,9.80
frick,12282,zeri,53605,100.00,45.10
frick,12282,zeri,53606,91.04,42.40
frick,12282,frick,9718,100.00,18.80
frick,12284,zeri,48175,97.23,56.10
frick,12285,zeri,54576,100.00,47.00
frick,12286,zeri,50997,74.07,27.80
frick,12286,zeri,71767,82.52,20.40
frick,12289,zeri,61929,100.00,68.60
frick,12288,zeri,59616,92.94,10.20
frick,12290,zeri,76954,99.57,60.00
frick,12290,zeri,76955,99.72,60.00
frick,12290,zeri,76953,100.00,22.70
frick,12291,zeri,55065,99.61,42.00
frick,12293,zeri,66027,100.00,56.10
frick,12293,zeri,66026,100.00,29.00
frick,12294,zeri,71592,84.68,39.80
frick,12296,zeri,48028,87.64,50.20
frick,12296,zeri,48029,91.24,43.10
frick,12297,zeri,47220,99.31,60.40
frick,12298,zeri,54400,98.19,57.50
frick,12299,zeri,54361,100.00,72.20
frick,122c,frick,122d,100.00,8.66
frick,122d,frick,122c,97.82,9.02
frick,122d,frick,122,99.19,8.24
frick,122d,frick,122a,100.00,6.67
frick,12300,zeri,54528,94.76,43.90
frick,12300,zeri,54530,100.00,41.60
frick,12300,zeri,54529,98.80,31.80
frick,12300,zeri,54533,31.45,13.70
frick,12301,zeri,42634,99.78,70.90
frick,12302,zeri,157334,100.00,22.70
frick,12303,zeri,71221,89.46,36.10
frick,12304,frick,750,100.00,49.00
frick,12304,zeri,71589,100.00,17.60
frick,12308,zeri,71593,97.38,64.60
frick,12309,zeri,71247,90.16,48.60
frick,12309,zeri,71259,67.43,11.00
frick,12313,frick,12399,99.86,35.70
frick,12311,zeri,46461,99.51,66.30
frick,12314,zeri,48416,98.64,46.00
frick,12315,zeri,66309,100.00,14.20
frick,12321,zeri,50370,100.00,58.00
frick,12321,zeri,50371,99.31,58.00
frick,12321,zeri,50369,100.00,56.50
frick,12321,zeri,50372,96.63,33.70
frick,12321,zeri,50375,41.95,23.90
frick,12321,zeri,50374,40.22,22.00
frick,12321,zeri,50373,19.76,12.90
frick,12321,frick,12321a,9.84,7.84
frick,12321a,zeri,50373,97.60,26.30
frick,12321a,zeri,50375,94.28,9.80
frick,12321a,frick,12321,100.00,7.84
frick,12321a,zeri,50371,100.00,7.84
frick,12321c,zeri,50382,100.00,66.70
frick,12321c,zeri,50368,100.00,63.90
frick,12321c,zeri,50367,99.12,33.70
frick,12321c,frick,12321b,39.27,29.00
frick,12321c,zeri,49285,43.46,23.90
frick,12321c,zeri,50383,41.40,21.20
frick,12321b,zeri,49285,100.00,44.70
frick,12321b,zeri,50383,95.54,33.30
frick,12321b,zeri,50368,100.00,28.60
frick,12321b,frick,12321c,100.00,27.80
frick,12321b,zeri,50382,100.00,22.00
frick,12321b,zeri,50367,100.00,12.20
frick,12321d,zeri,50376,100.00,63.90
frick,12321d,zeri,50378,100.00,62.70
frick,12321d,zeri,50377,97.42,21.60
frick,12321d,zeri,50380,38.73,17.60
frick,12321d,zeri,50381,40.46,15.30
frick,12321g,zeri,50387,100.00,36.50
frick,12321e,zeri,50386,100.00,48.60
frick,12321e,zeri,50385,100.00,47.80
frick,12321e,zeri,50384,99.91,17.60
frick,12321e,frick,12321f,37.59,16.90
frick,12321e,zeri,50388,42.25,12.50
frick,12321f,zeri,50388,100.00,46.30
frick,12321f,zeri,50389,54.23,20.40
frick,12321f,frick,12321e,100.00,18.40
frick,12321f,zeri,50385,100.00,13.30
frick,12321f,zeri,50386,100.00,13.30
frick,12321h,zeri,50407,100.00,58.40
frick,12321h,zeri,50409,100.00,51.80
frick,12321h,zeri,50408,100.00,27.80
frick,12321h,zeri,50411,41.40,21.20
frick,12321h,zeri,50412,41.19,18.40
frick,12321h,frick,12321i,39.32,17.30
frick,12321h,zeri,50410,44.98,11.80
frick,12321l,zeri,50402,100.00,58.80
frick,12321l,zeri,50403,100.00,58.00
frick,12321l,zeri,50401,100.00,56.90
frick,12321l,zeri,50406,40.60,25.90
frick,12321l,zeri,50405,42.31,25.50
frick,12321i,zeri,50410,100.00,35.30
frick,12321i,zeri,50411,98.00,29.00
frick,12321i,zeri,50412,98.27,25.90
frick,12321i,frick,12321h,100.00,18.00
frick,12321i,zeri,50407,100.00,16.10
frick,12321i,zeri,50409,100.00,16.10
frick,12321n,frick,12321m,100.00,21.20
frick,12321n,zeri,50390,100.00,18.00
frick,12321n,zeri,50392,50.11,15.30
frick,12321n,zeri,50391,100.00,13.70
frick,12321m,zeri,50391,100.00,41.20
frick,12321m,zeri,50390,99.47,24.30
frick,12321m,frick,12321n,77.47,20.80
frick,12321m,zeri,50392,47.39,17.30
frick,12321p,zeri,50397,98.47,49.40
frick,12321p,zeri,50398,99.59,42.70
frick,12321p,zeri,50395,100.00,11.00
frick,12321p,zeri,50399,33.58,11.00
frick,12321p,zeri,50400,33.32,9.80
frick,12321o,zeri,50394,100.00,62.40
frick,12321o,zeri,50395,100.00,58.40
frick,12321o,zeri,50393,100.00,58.00
frick,12321o,zeri,50398,41.30,17.60
frick,12321o,zeri,50397,39.81,13.30
frick,12322,zeri,42133,98.80,58.40
frick,12324,zeri,54587,98.40,62.40
frick,12324,zeri,54586,98.37,58.40
frick,12324,zeri,54590,22.22,13.70
frick,12324,frick,12324c,21.62,13.30
frick,12324,zeri,54591,22.17,10.20
frick,12324,zeri,54589,24.30,7.45
frick,12324,zeri,54588,23.99,6.67
frick,12324a,zeri,54592,99.84,67.50
frick,12324a,zeri,54593,100.00,65.50
frick,12324b,zeri,54589,98.82,58.00
frick,12324b,zeri,54588,98.59,54.50
frick,12324b,zeri,54586,97.62,9.80
frick,12324b,frick,12324,97.74,9.02
frick,12324b,zeri,54587,97.03,8.63
frick,12324c,zeri,54590,97.83,58.40
frick,12324c,zeri,54591,98.02,55.70
frick,12324c,frick,12324,94.98,14.10
frick,12324c,zeri,54586,90.60,10.20
frick,12324c,zeri,54587,90.90,9.41
frick,12328,zeri,47578,99.83,53.50
frick,12329,zeri,48359,94.12,46.70
frick,12330,zeri,48346,99.60,54.50
frick,12331b,zeri,48519,98.84,45.50
frick,12331c,zeri,48520,100.00,60.80
frick,12332,zeri,48051,100.00,59.70
frick,12337,zeri,48089,99.57,67.10
frick,12337,zeri,48088,100.00,58.80
frick,12339,zeri,48547,98.84,60.20
frick,12339,zeri,48548,98.83,54.70
frick,12339,zeri,48545,88.54,18.90
frick,12339,zeri,48546,86.82,15.70
frick,12341,zeri,47609,100.00,58.00
frick,12340,zeri,47611,99.49,45.80
frick,12344,zeri,55100,63.40,28.20
frick,12353,zeri,72007,100.00,64.70
frick,12354,zeri,48054,100.00,54.10
frick,12356,zeri,48053,100.00,30.20
frick,12358,zeri,48042,97.17,54.10
frick,12359,zeri,48027,97.74,67.10
frick,12359,zeri,48026,99.88,43.60
frick,12363,zeri,54267,99.60,60.00
frick,12363,zeri,54270,100.00,55.70
frick,12363,zeri,54266,97.39,41.20
frick,12363a,zeri,54271,100.00,56.90
frick,12363a,zeri,54268,100.00,35.70
frick,12364,zeri,47537,100.00,44.70
frick,12366,zeri,47938,100.00,61.20
frick,12365,zeri,48087,100.00,21.60
frick,12366a,zeri,47937,45.12,25.90
frick,12366a,zeri,47839,56.14,22.70
frick,12366b,zeri,48132,100.00,55.70
frick,12366c,zeri,47843,99.92,60.00
frick,12366d,zeri,47845,99.15,62.70
frick,12366d,zeri,47844,99.47,60.80
frick,12366e,zeri,48131,97.87,78.80
frick,12366f,zeri,48130,99.66,64.30
frick,12366g,zeri,47936,99.41,67.50
frick,12370b,zeri,72217,100.00,43.50
frick,12370c,zeri,72218,100.00,39.30
frick,12374,frick,7908,95.14,52.50
frick,12377,zeri,66933,100.00,37.30
frick,12378,zeri,54409,99.67,65.90
frick,12378,zeri,54408,97.29,64.70
frick,12378a,zeri,54410,86.77,46.70
frick,12380,zeri,71364,99.88,53.70
frick,12380,zeri,71363,100.00,43.10
frick,12382,zeri,72231,99.12,58.40
frick,12382,frick,2261,92.41,48.20
frick,12382,zeri,72230,96.97,24.70
frick,12385,zeri,71517,100.00,42.00
frick,12385,zeri,71518,100.00,34.90
frick,12385,zeri,71476,96.96,23.10
frick,12386,zeri,48083,99.73,63.90
frick,12387a,zeri,48133,99.81,57.60
frick,12387a,frick,12387,89.27,43.10
frick,12387,frick,12387a,100.00,43.10
frick,12387,zeri,48133,100.00,32.90
frick,12390,zeri,72225,100.00,40.80
frick,12390a,zeri,72228,100.00,37.90
frick,12391,zeri,72235,100.00,70.20
frick,12391,frick,2261b,98.57,63.50
frick,12391,zeri,72234,93.32,12.50
frick,12392,zeri,72229,100.00,44.70
frick,12393,frick,12394,100.00,98.00
frick,12393,zeri,57055,100.00,40.00
frick,12394,frick,12393,100.00,98.00
frick,12394,zeri,57055,100.00,40.00
frick,12395,frick,2261a,95.45,71.40
frick,12395,zeri,72233,100.00,56.90
frick,12396,zeri,53793,96.35,31.40
frick,12397,zeri,49607,100.00,62.00
frick,12398,zeri,67125,100.00,53.70
frick,12399,frick,12313,100.00,38.10
frick,12416,frick,6845,97.51,12.20
frick,12421,zeri,47599,90.51,9.56
frick,12429,frick,12437,99.52,57.30
frick,12437,frick,12429,97.38,58.80
frick,12441,frick,12442,96.88,42.40
frick,12442,frick,12441,100.00,41.60
frick,12444,zeri,90149,100.00,62.70
frick,12445,zeri,42345,100.00,11.90
frick,12446,zeri,71473,100.00,37.20
frick,12448,zeri,71840,95.57,68.20
frick,12449,zeri,71472,100.00,58.00
frick,12450,zeri,88969,100.00,21.20
frick,12450,zeri,88970,100.00,21.20
frick,12453,zeri,89043,100.00,28.20
frick,12457,zeri,71288,94.20,29.00
frick,12455,zeri,70996,100.00,51.00
frick,12456,zeri,84221,99.79,59.20
frick,12459,frick,10458,100.00,39.40
frick,12459,zeri,71487,100.00,24.00
frick,12460,zeri,71274,100.00,29.00
frick,12462,zeri,71529,100.00,39.20
frick,12465,zeri,71333,97.81,67.80
frick,12464,zeri,50675,100.00,72.90
frick,12466,zeri,71346,99.08,71.00
frick,12466,zeri,71220,99.10,62.70
frick,12466,zeri,71348,99.97,56.90
frick,12466,zeri,71347,100.00,23.90
frick,12468,zeri,71383,98.54,61.20
frick,12471,zeri,70643,98.43,65.90
frick,12471,zeri,70642,98.25,65.50
frick,12471,zeri,70638,100.00,45.90
frick,12471,zeri,70639,100.00,14.90
frick,12471,zeri,70640,98.76,14.90
frick,12471,zeri,70641,100.00,11.00
frick,12476,zeri,71470,96.82,15.70
frick,12476,zeri,71418,91.15,8.63
frick,12477,zeri,71437,99.83,32.50
frick,12477,frick,12477a,99.38,30.60
frick,12477,zeri,71438,100.00,22.40
frick,12477a,frick,12477,99.71,31.80
frick,12477a,zeri,71437,99.39,27.80
frick,12477a,zeri,71438,100.00,14.90
frick,12478,zeri,71458,100.00,34.90
frick,12478,zeri,71471,100.00,9.41
frick,12479,zeri,71464,94.01,62.40
frick,12479,zeri,71467,100.00,32.20
frick,12479,zeri,71463,100.00,29.00
frick,12480,zeri,71466,40.62,13.70
frick,12480,zeri,71468i,38.68,12.20
frick,12480,zeri,71465,43.11,8.24
frick,12481,zeri,70817,100.00,56.30
frick,12481,zeri,70814,100.00,54.30
frick,12481,zeri,71797,100.00,41.70
frick,12483,zeri,71931,99.66,48.60
frick,12486,zeri,71824,99.93,33.30
frick,12486,zeri,71825,98.44,16.10
frick,12485,zeri,71932,100.00,58.00
frick,12487,zeri,72072,43.56,27.20
frick,12488,zeri,70566,100.00,32.90
frick,12490,zeri,71934,100.00,45.10
frick,12491,zeri,72073,100.00,43.10
frick,12493,zeri,71728,90.53,12.20
frick,12497,zeri,72024,100.00,15.70
frick,12496,zeri,76504,98.97,10.60
frick,12498,zeri,71933,100.00,46.70
frick,12502,frick,8077,93.65,65.90
frick,12503,zeri,53563,100.00,53.80
frick,12539,frick,12620,97.29,50.60
frick,12543,frick,12543a,99.68,54.90
frick,12543a,frick,12543,99.76,52.20
frick,12545,zeri,72069,98.01,64.70
frick,12550,zeri,89028,99.51,31.10
frick,12552,zeri,71391,100.00,44.70
frick,12552,zeri,71390,100.00,33.70
frick,12554,zeri,39104,100.00,31.80
frick,12554,zeri,39105,100.00,25.90
frick,12561b,frick,12561c,31.58,7.45
frick,12561n,frick,12561o,33.00,7.14
frick,12561o,frick,12561n,100.00,7.54
frick,12561p,frick,12561q,34.55,9.02
frick,12564,zeri,53480,100.00,48.20
frick,12568,frick,12568a,56.41,18.00
frick,12568a,frick,12568,100.00,20.80
frick,12569,zeri,54142,100.00,45.90
frick,12569a,zeri,54141,100.00,62.00
frick,12569a,zeri,54148,93.44,15.30
frick,12569d,zeri,54167,90.81,49.00
frick,12570,zeri,54172,98.44,49.80
frick,12570a,zeri,54169,79.56,15.70
frick,12570b,zeri,54170,99.70,57.10
frick,12570b,zeri,54171,94.40,52.40
frick,12571,zeri,54165,100.00,56.90
frick,12571b,zeri,54166,86.71,34.50
frick,12572,zeri,54497,79.66,16.50
frick,12572,zeri,54495,78.80,15.70
frick,12573,zeri,54488,100.00,65.10
frick,12573,zeri,54498,100.00,44.70
frick,12573a,zeri,54491,99.85,43.10
frick,12573a,zeri,54503,100.00,31.80
frick,12573b,zeri,54490,98.09,51.40
frick,12573b,zeri,54505,100.00,45.10
frick,12573c,zeri,54489,99.55,68.20
frick,12573c,zeri,54504,99.45,37.60
frick,12573d,zeri,54487,98.21,59.60
frick,12573d,zeri,54499,100.00,53.30
frick,12573d,zeri,54501,29.39,13.70
frick,12573d,zeri,54494,25.99,11.40
frick,12573d,frick,12573e,25.53,10.20
frick,12573e,zeri,54494,99.08,56.10
frick,12573e,zeri,54501,100.00,27.50
frick,12573e,frick,12573d,87.53,11.00
frick,12573e,zeri,54499,85.52,8.63
frick,12573e,zeri,54487,84.10,6.27
