sourceA,idA,sourceB,idB,overlap,similarity
zeri,85497,zeri,85498,99.21,68.50
zeri,85498,zeri,85499,99.38,69.80
zeri,85498,zeri,85497,98.57,67.50
zeri,85499,zeri,85497,99.52,71.00
zeri,85499,zeri,85498,99.61,68.60
zeri,85500,zeri,85501,93.93,43.90
zeri,85500,zeri,85730,84.76,15.30
zeri,85500,zeri,85723,76.38,14.90
zeri,85500,zeri,85717,81.01,14.10
zeri,85500,zeri,85719,98.02,12.90
zeri,85500,zeri,85720,98.80,11.40
zeri,85500,zeri,85718,82.94,10.20
zeri,85501,zeri,85500,100.00,43.50
zeri,85501,zeri,85730,92.08,12.90
zeri,85501,zeri,85723,82.03,12.20
zeri,85501,zeri,85717,85.39,11.40
zeri,85505,zeri,98135,99.48,37.00
zeri,85507,zeri,85508,99.11,66.30
zeri,85507,zeri,85506,93.89,30.20
zeri,85506,zeri,85508,100.00,35.70
zeri,85506,zeri,85507,100.00,30.60
zeri,85508,zeri,85507,98.31,66.70
zeri,85508,zeri,85506,92.41,32.90
zeri,85509,zeri,85510,99.06,66.70
zeri,85510,zeri,85509,97.31,69.80
zeri,85513,zeri,85514,78.50,22.70
zeri,85514,zeri,85513,100.00,27.80
zeri,85515,zeri,85516,83.26,13.70
zeri,85516,zeri,85515,100.00,14.20
zeri,85517,zeri,85519,87.24,25.10
zeri,85517,zeri,85518,84.80,22.70
zeri,85518,zeri,85519,98.33,29.40
zeri,85518,zeri,85517,100.00,25.10
zeri,85520,zeri,85521,97.92,59.60
zeri,85519,zeri,85518,95.28,29.40
zeri,85519,zeri,85517,100.00,21.60
zeri,85521,zeri,85520,99.90,57.60
zeri,85522,zeri,85523,58.37,12.90
zeri,85523,zeri,85522,100.00,14.60
zeri,85525,zeri,85527,99.14,56.90
zeri,85525,zeri,85526,97.18,32.40
zeri,85526,zeri,85525,92.93,31.00
zeri,85526,zeri,85527,93.47,30.20
zeri,85527,zeri,85525,96.88,56.10
zeri,85527,zeri,85526,96.07,31.80
zeri,85528,zeri,85529,92.65,21.20
zeri,85529,zeri,85528,92.65,20.10
zeri,85536,zeri,85538,23.97,15.00
zeri,85536,zeri,81437,23.35,13.00
zeri,85536,zeri,85537,20.47,9.45
zeri,85537,zeri,85539,36.95,27.50
zeri,85537,zeri,85538,56.80,21.60
zeri,85537,zeri,85536,100.00,11.00
zeri,85538,zeri,81437,44.94,25.10
zeri,85538,zeri,85537,46.81,20.40
zeri,85538,zeri,85536,100.00,13.30
zeri,85539,zeri,85537,97.74,23.90
zeri,85543,zeri,81437,100.00,9.41
zeri,85544,zeri,85545,90.30,27.50
zeri,85546,zeri,85548,100.00,60.80
zeri,85548,zeri,85546,98.34,59.60
zeri,85545,zeri,85544,99.47,25.90
zeri,85549,zeri,85550,93.09,24.30
zeri,85550,zeri,85549,99.90,20.80
zeri,85552,zeri,82038,99.56,12.90
zeri,85555,zeri,85556,97.53,21.70
zeri,85556,zeri,85555,93.44,21.90
zeri,85564,zeri,85565,94.22,25.50
zeri,85565,zeri,85564,86.30,27.80
zeri,85567,zeri,85568,99.47,57.30
zeri,85568,zeri,85567,99.44,56.90
zeri,85571,zeri,85572,98.01,69.80
zeri,85572,zeri,85571,100.00,70.20
zeri,85573,zeri,85574,99.29,46.30
zeri,85574,zeri,85573,100.00,45.50
zeri,85575,zeri,85576,99.25,50.60
zeri,85576,zeri,85575,98.84,51.40
zeri,85578,zeri,85579,98.83,42.70
zeri,85579,zeri,85578,99.48,39.20
zeri,85582,zeri,85583,99.75,53.30
zeri,85583,zeri,85582,99.89,54.90
zeri,85584,zeri,85585,94.80,66.70
zeri,85584,zeri,85587,98.92,23.50
zeri,85585,zeri,85584,99.94,66.70
zeri,85585,zeri,85587,100.00,22.40
zeri,85587,zeri,85584,97.86,24.70
zeri,85587,zeri,85585,94.05,23.90
zeri,85590,zeri,85591,67.35,12.20
zeri,85592,zeri,85594,100.00,27.50
zeri,85592,zeri,85593,15.04,9.41
zeri,85591,zeri,85590,100.00,11.40
zeri,85594,zeri,85592,96.43,31.90
zeri,85594,zeri,85593,14.46,10.50
zeri,85600,zeri,85601,100.00,54.10
zeri,85598,zeri,85599,100.00,20.80
zeri,85599,zeri,85598,89.99,21.20
zeri,85601,zeri,85600,96.44,54.10
zeri,85603,zeri,85604,95.02,47.80
zeri,85604,zeri,85603,100.00,48.20
zeri,85608,zeri,85609,98.59,42.90
zeri,85608,zeri,85610,98.47,41.90
zeri,85606,zeri,73455,100.00,20.00
zeri,85606,zeri,73449,97.34,14.10
zeri,85606,zeri,82413,99.76,11.80
zeri,85610,zeri,85609,99.84,71.40
zeri,85610,zeri,85608,100.00,45.00
zeri,85609,zeri,85610,99.73,74.50
zeri,85609,zeri,85608,100.00,41.80
zeri,85612,zeri,85613,99.50,76.90
zeri,85612,zeri,85615,64.65,34.90
zeri,85612,zeri,85616,97.89,30.20
zeri,85612,zeri,85614,54.27,20.40
zeri,85612,zeri,85621,100.00,14.50
zeri,85612,zeri,85618,100.00,12.50
zeri,85613,zeri,85612,99.22,76.90
zeri,85613,zeri,85615,65.24,35.70
zeri,85613,zeri,85616,98.50,32.50
zeri,85613,zeri,85614,53.83,21.20
zeri,85613,zeri,85621,100.00,14.90
zeri,85613,zeri,85618,100.00,12.50
zeri,85613,zeri,85617,97.82,11.00
zeri,85614,zeri,85612,77.14,22.70
zeri,85614,zeri,85613,77.38,22.40
zeri,85614,zeri,85619,94.95,20.00
zeri,85614,zeri,85616,78.71,11.40
zeri,85615,zeri,85613,64.37,34.90
zeri,85615,zeri,85612,63.37,31.80
zeri,85615,zeri,85616,67.62,18.00
zeri,85616,zeri,85613,95.28,27.60
zeri,85616,zeri,85612,95.35,26.00
zeri,85616,zeri,85621,100.00,25.60
zeri,85616,zeri,85618,100.00,24.80
zeri,85616,zeri,85619,56.91,24.80
zeri,85616,zeri,85617,96.23,24.00
zeri,85616,zeri,85615,66.97,20.50
zeri,85616,zeri,85620,54.94,6.69
zeri,85617,zeri,85621,98.64,33.50
zeri,85617,zeri,85618,94.46,32.30
zeri,85617,zeri,85616,72.30,25.60
zeri,85617,zeri,85619,45.71,16.10
zeri,85617,zeri,85613,71.44,11.40
zeri,85617,zeri,85612,70.54,9.84
zeri,85617,zeri,85615,58.13,7.87
zeri,85618,zeri,85621,93.42,53.80
zeri,85618,zeri,85617,88.17,32.40
zeri,85618,zeri,85616,70.71,26.10
zeri,85618,zeri,85613,70.07,13.00
zeri,85618,zeri,85619,44.73,12.60
zeri,85618,zeri,85612,68.96,12.30
zeri,85619,zeri,85616,82.39,24.30
zeri,85619,zeri,85614,92.67,18.40
zeri,85619,zeri,85617,96.40,16.10
zeri,85619,zeri,85618,94.32,13.30
zeri,85619,zeri,85621,99.98,10.60
zeri,85619,zeri,85613,80.29,9.80
zeri,85619,zeri,85620,96.89,5.88
zeri,85620,zeri,85619,83.62,5.91
zeri,85620,zeri,85616,72.65,5.51
zeri,85620,zeri,85612,63.74,5.12
zeri,85620,zeri,85618,93.21,3.94
zeri,85621,zeri,85618,94.68,52.90
zeri,85621,zeri,85617,92.46,34.50
zeri,85621,zeri,85616,70.83,25.50
zeri,85621,zeri,85613,68.30,14.50
zeri,85621,zeri,85612,68.94,12.90
zeri,85621,zeri,85619,45.73,12.50
zeri,85622,zeri,85706,100.00,60.40
zeri,85626,zeri,85627,94.13,62.50
zeri,85625,zeri,85623,92.41,13.00
zeri,85627,zeri,85626,100.00,63.10
zeri,85635,zeri,85636,58.21,16.50
zeri,85635,zeri,85637,60.21,12.90
zeri,85636,zeri,85637,99.96,37.60
zeri,85636,zeri,85635,100.00,13.30
zeri,85639,zeri,85642,93.42,32.90
zeri,85637,zeri,85636,98.13,38.40
zeri,85637,zeri,85635,100.00,12.50
zeri,85640,zeri,85648,97.97,9.84
zeri,85641,zeri,85648,100.00,13.10
zeri,85641,zeri,85642,97.46,8.76
zeri,85642,zeri,85639,99.39,31.00
zeri,85643,zeri,85644,99.95,73.30
zeri,85644,zeri,85643,99.73,75.30
zeri,85645,zeri,85646,89.26,47.10
zeri,85648,zeri,85647,100.00,54.50
zeri,85648,zeri,85641,100.00,11.40
zeri,85648,zeri,85640,96.93,11.00
zeri,85646,zeri,85645,100.00,51.00
zeri,85647,zeri,85648,90.81,58.40
zeri,85653,zeri,85489,95.15,21.70
zeri,85653,zeri,85654,97.06,20.20
zeri,85653,zeri,85657,100.00,17.40
zeri,85654,zeri,85653,100.00,20.10
zeri,85654,zeri,85489,99.36,18.50
zeri,85654,zeri,85657,100.00,18.10
zeri,85657,zeri,85489,84.46,18.10
zeri,85657,zeri,85653,86.79,16.10
zeri,85657,zeri,85654,89.46,16.10
zeri,85659,zeri,85677,96.24,22.00
zeri,85659,zeri,85678,36.38,11.80
zeri,85660,zeri,85482,100.00,8.73
zeri,85661,zeri,85662,20.40,11.00
zeri,85662,zeri,85661,100.00,10.60
zeri,85671,zeri,85674,97.39,7.84
zeri,85675,zeri,85671,64.20,9.80
zeri,85677,zeri,85678,38.16,24.70
zeri,85677,zeri,85659,99.01,21.20
zeri,85678,zeri,85677,100.00,23.90
zeri,85678,zeri,85659,100.00,8.63
zeri,85680,zeri,85681,99.55,73.30
zeri,85681,zeri,85680,99.70,72.90
zeri,85685,zeri,85692,100.00,9.41
zeri,85687,zeri,85686,90.68,11.40
zeri,85686,zeri,85687,94.04,10.60
zeri,85688,zeri,85689,53.22,32.80
zeri,85689,zeri,85688,100.00,32.20
zeri,85692,zeri,85693,98.04,64.30
zeri,85693,zeri,85692,99.21,66.70
zeri,85704,zeri,85705,73.61,31.00
zeri,85706,zeri,85622,97.64,59.80
zeri,85708,zeri,85707,100.00,50.20
zeri,85708,zeri,85709,100.00,25.10
zeri,85707,zeri,85708,97.13,46.70
zeri,85707,zeri,85709,100.00,25.50
zeri,85705,zeri,85704,100.00,28.60
zeri,85709,zeri,85707,74.53,23.90
zeri,85709,zeri,85708,71.92,23.10
zeri,85710,zeri,85711,100.00,14.10
zeri,85711,zeri,85710,91.08,14.10
zeri,85713,zeri,85708,91.69,7.06
zeri,85716,zeri,85719,91.81,10.20
zeri,85715,zeri,85714,98.08,41.70
zeri,85714,zeri,85715,100.00,40.80
zeri,85717,zeri,85718,99.68,55.90
zeri,85717,zeri,85500,100.00,15.70
zeri,85717,zeri,85723,96.29,14.20
zeri,85717,zeri,85501,100.00,12.20
zeri,85717,zeri,85720,100.00,9.84
zeri,85718,zeri,85717,98.43,54.90
zeri,85718,zeri,85723,96.07,14.50
zeri,85718,zeri,85500,100.00,11.80
zeri,85720,zeri,85500,97.25,7.84
zeri,85719,zeri,85500,80.12,14.50
zeri,85719,zeri,85716,100.00,9.02
zeri,85723,zeri,85500,100.00,18.80
zeri,85723,zeri,85717,100.00,14.10
zeri,85723,zeri,85718,100.00,14.10
zeri,85723,zeri,85501,100.00,12.50
zeri,85730,zeri,85500,100.00,14.90
zeri,85730,zeri,85717,95.65,12.90
zeri,85730,zeri,85501,100.00,11.40
zeri,85736,zeri,85737,93.70,29.00
zeri,85737,zeri,85736,96.87,27.80
zeri,85737,zeri,85744,100.00,18.80
zeri,85737,zeri,85745,100.00,16.10
zeri,85741,zeri,85742,99.86,78.80
zeri,85741,zeri,85743,100.00,58.80
zeri,85742,zeri,85741,99.75,76.90
zeri,85742,zeri,85743,100.00,55.70
zeri,85744,zeri,85745,100.00,69.80
zeri,85744,zeri,85494,95.67,23.10
zeri,85744,zeri,85737,91.75,21.20
zeri,85744,zeri,85495,93.42,17.30
zeri,85743,zeri,85741,91.34,57.30
zeri,85743,zeri,85742,91.95,54.50
zeri,85745,zeri,85744,100.00,68.60
zeri,85745,zeri,85494,95.64,23.50
zeri,85745,zeri,85495,91.76,20.00
zeri,85745,zeri,85737,91.11,12.90
zeri,85749,zeri,86661,97.10,11.80
zeri,85749,zeri,85751,98.51,9.80
zeri,85751,zeri,85492,100.00,27.80
zeri,85751,zeri,85490,100.00,25.10
zeri,85751,zeri,85491,100.00,20.80
zeri,85751,zeri,86661,98.50,15.70
zeri,85751,zeri,85749,99.04,10.60
zeri,85754,zeri,85755,99.94,36.10
zeri,85755,zeri,85754,93.26,37.60
zeri,85765,zeri,85456,93.39,14.50
zeri,85767,zeri,85768,100.00,69.30
zeri,85768,zeri,85767,99.97,65.40
zeri,85771,zeri,85479,99.57,11.40
zeri,85782,zeri,85783,97.53,58.70
zeri,85782,zeri,73883,94.03,53.00
zeri,85784,zeri,85785,100.00,48.20
zeri,85784,zeri,85786,100.00,31.10
zeri,85783,zeri,85782,100.00,54.80
zeri,85783,zeri,73883,97.84,44.40
zeri,85785,zeri,85786,100.00,47.80
zeri,85785,zeri,85784,92.24,41.10
zeri,85786,zeri,85785,99.63,69.70
zeri,85786,zeri,85784,90.11,36.20
zeri,85788,zeri,85787,100.00,27.00
zeri,85787,zeri,85788,95.58,21.60
zeri,85789,zeri,85790,90.70,42.90
zeri,85790,zeri,85789,100.00,42.70
zeri,85794,zeri,85798,98.47,56.00
zeri,85794,zeri,85796,100.00,55.40
zeri,85794,zeri,85795,98.70,36.70
zeri,85794,zeri,85797,37.14,22.90
zeri,85795,zeri,85798,99.09,28.50
zeri,85795,zeri,85794,90.97,27.20
zeri,85795,zeri,85796,100.00,25.10
zeri,85796,zeri,85798,93.10,48.20
zeri,85796,zeri,85794,86.63,46.70
zeri,85796,zeri,85795,93.26,31.80
zeri,85796,zeri,85797,34.58,13.30
zeri,85797,zeri,85798,99.71,16.20
zeri,85797,zeri,85794,98.96,14.70
zeri,85797,zeri,85795,96.05,9.31
zeri,85798,zeri,85796,100.00,49.70
zeri,85798,zeri,85794,90.84,46.10
zeri,85798,zeri,85795,98.89,37.70
zeri,85798,zeri,85797,34.26,17.30
zeri,85800,zeri,85802,100.00,36.20
zeri,85800,zeri,85801,97.46,26.00
zeri,85801,zeri,85802,95.46,35.40
zeri,85801,zeri,85800,94.19,23.20
zeri,85802,zeri,85801,93.81,37.30
zeri,85802,zeri,85800,98.09,34.10
zeri,85803,zeri,85804,100.00,62.50
zeri,85804,zeri,85803,100.00,30.60
zeri,85807,zeri,85808,99.42,32.50
zeri,85808,zeri,85807,99.05,41.50
zeri,85815,frick,824,96.22,41.30
zeri,85818,zeri,85819,99.10,56.90
zeri,85818,zeri,86153,100.00,14.90
zeri,85819,zeri,85818,100.00,60.40
zeri,85819,zeri,86153,100.00,14.90
zeri,85824,zeri,85825,85.76,34.50
zeri,85825,zeri,85824,100.00,33.70
zeri,85835,zeri,85834,100.00,58.40
zeri,85834,zeri,85835,98.72,58.40
zeri,85837,zeri,85839,98.15,15.70
zeri,85839,zeri,85837,94.43,17.30
zeri,85843,zeri,85842,99.19,72.90
zeri,85842,zeri,85843,99.72,70.20
zeri,85847,zeri,85846,100.00,11.40
zeri,85846,zeri,85847,23.61,11.00
zeri,85854,zeri,85855,47.06,23.90
zeri,85854,zeri,85856,47.50,16.10
zeri,85855,zeri,85854,100.00,24.70
zeri,85855,zeri,85857,34.89,17.60
zeri,85855,zeri,85856,35.49,14.10
zeri,85856,zeri,85854,100.00,16.50
zeri,85856,zeri,85857,32.30,13.30
zeri,85856,zeri,85855,36.56,11.80
zeri,85857,zeri,85855,41.36,17.30
zeri,85857,zeri,85856,38.65,11.00
zeri,85858,zeri,85859,98.11,79.60
zeri,85859,zeri,85858,99.64,76.90
zeri,85863,zeri,85864,99.77,58.90
zeri,85864,zeri,85863,99.30,61.10
zeri,85865,zeri,85866,100.00,59.80
zeri,85866,zeri,85865,94.97,61.20
zeri,85869,zeri,85870,93.61,49.80
zeri,85869,zeri,85874,100.00,30.20
zeri,85869,zeri,85873,36.38,14.10
zeri,85870,zeri,85869,100.00,50.60
zeri,85870,zeri,85874,100.00,32.20
zeri,85870,zeri,85873,38.73,16.50
zeri,85871,zeri,85943,97.02,61.20
zeri,85871,zeri,85951,97.63,20.40
zeri,85873,zeri,85869,96.45,14.90
zeri,85873,zeri,85870,94.82,14.50
zeri,85873,zeri,85874,100.00,9.80
zeri,85874,zeri,85870,75.06,35.70
zeri,85874,zeri,85869,82.12,30.60
zeri,85874,zeri,85873,29.93,12.20
zeri,85876,zeri,85877,100.00,75.30
zeri,85877,zeri,85876,98.63,74.70
zeri,85878,zeri,85879,100.00,76.10
zeri,85879,zeri,85878,98.96,77.20
zeri,85884,zeri,85890,95.50,36.10
zeri,85885,zeri,85892,93.90,45.10
zeri,85886,zeri,85891,96.78,25.90
zeri,85888,zeri,85889,100.00,29.80
zeri,85889,zeri,85888,91.54,30.60
zeri,85890,zeri,85884,100.00,34.50
zeri,85891,zeri,85886,100.00,30.60
zeri,85892,zeri,85885,99.45,47.10
zeri,85893,zeri,85894,98.78,71.30
zeri,85894,zeri,85893,99.98,72.20
zeri,85895,zeri,85896,98.01,74.10
zeri,85896,zeri,85895,100.00,73.20
zeri,85897,zeri,85898,98.77,76.50
zeri,85898,zeri,85897,100.00,74.90
zeri,85899,zeri,85900,99.62,76.40
zeri,85900,zeri,85899,99.65,74.80
zeri,85901,zeri,85902,99.65,70.90
zeri,85902,zeri,85901,99.89,69.70
zeri,85904,zeri,85903,98.95,70.60
zeri,85903,zeri,85904,99.60,71.00
zeri,85906,zeri,85905,98.56,70.60
zeri,85905,zeri,85906,99.03,71.40
zeri,85909,zeri,85910,100.00,68.60
zeri,85910,zeri,85909,97.27,71.00
zeri,85912,zeri,85913,100.00,84.30
zeri,85913,zeri,85912,100.00,82.40
zeri,85914,zeri,85915,97.76,36.50
zeri,85916,zeri,85917,100.00,17.30
zeri,85915,zeri,85914,100.00,38.80
zeri,85917,zeri,85916,74.17,16.90
zeri,85919,zeri,85920,65.72,29.90
zeri,85920,zeri,85919,100.00,30.20
zeri,85922,zeri,85923,98.92,37.60
zeri,85923,zeri,85922,99.11,34.10
zeri,85928,zeri,85929,100.00,49.80
zeri,85928,zeri,85930,93.19,15.70
zeri,85930,zeri,85929,100.00,17.30
zeri,85930,zeri,85928,100.00,16.90
zeri,85929,zeri,85928,92.42,49.80
zeri,85929,zeri,85930,85.02,14.50
zeri,85933,zeri,85934,100.00,32.20
zeri,85934,zeri,85933,91.87,29.90
zeri,85938,zeri,85939,100.00,98.80
zeri,85938,zeri,85940,99.48,71.80
zeri,85939,zeri,85938,100.00,98.80
zeri,85939,zeri,85940,99.48,71.80
zeri,85940,zeri,85938,99.90,71.40
zeri,85940,zeri,85939,99.90,71.40
zeri,85943,zeri,85871,100.00,62.60
zeri,85943,zeri,85951,99.80,25.60
zeri,85948,zeri,85949,99.36,68.60
zeri,85949,zeri,85948,99.36,69.00
zeri,85951,zeri,85943,97.91,20.80
zeri,85951,zeri,85871,100.00,14.90
zeri,86006,zeri,86007,84.14,36.10
zeri,86007,zeri,86006,100.00,38.00
zeri,86013,zeri,86012,100.00,72.20
zeri,86013,frick,756,100.00,31.00
zeri,86012,zeri,86013,99.81,71.40
zeri,86012,frick,756,100.00,31.00
zeri,86016,zeri,86017,97.58,33.70
zeri,86016,zeri,86018,100.00,11.10
zeri,86017,zeri,86016,99.63,32.50
zeri,86017,zeri,86018,100.00,20.80
zeri,86018,zeri,86017,98.25,15.70
zeri,86018,zeri,86016,99.40,11.80
zeri,86019,zeri,86023,100.00,49.40
zeri,86019,zeri,86020,19.53,11.40
zeri,86020,zeri,86019,100.00,11.00
zeri,86023,zeri,86019,94.73,52.50
zeri,86025,zeri,86313,100.00,27.10
zeri,86026,zeri,86036,83.32,30.60
zeri,86026,zeri,86029,98.10,25.90
zeri,86026,zeri,86030,98.24,25.10
zeri,86026,zeri,86087,86.53,24.30
zeri,86026,zeri,86088,86.00,20.80
zeri,86026,zeri,81432,96.17,15.30
zeri,86026,zeri,86027,100.00,12.90
zeri,86026,zeri,86031i,98.50,10.20
zeri,86027,zeri,81432,89.56,52.40
zeri,86027,zeri,86031i,99.26,22.00
zeri,86027,zeri,86026,91.24,14.20
zeri,86027,zeri,86088,78.56,9.06
zeri,86028,zeri,86030,60.60,15.70
zeri,86028,zeri,86029,61.19,14.50
zeri,86029,zeri,86030,99.41,76.10
zeri,86029,zeri,86031i,100.00,36.10
zeri,86029,zeri,86036,44.39,25.90
zeri,86029,zeri,86026,52.89,25.50
zeri,86029,zeri,86028,99.31,14.90
zeri,86029,zeri,86087,47.00,14.50
zeri,86029,zeri,86088,46.12,13.70
zeri,86029,zeri,86031,99.86,9.80
zeri,86030,zeri,86029,99.90,73.30
zeri,86030,zeri,86031i,100.00,34.90
zeri,86030,zeri,86036,44.72,23.10
zeri,86030,zeri,86026,53.02,21.60
zeri,86030,zeri,86028,99.27,14.90
zeri,86030,zeri,86087,47.03,12.50
zeri,86030,zeri,86088,46.16,11.80
zeri,86030,zeri,86031,99.82,8.63
zeri,86031,zeri,86031i,99.53,18.90
zeri,86031,zeri,86030,98.18,9.84
zeri,86031,zeri,86029,98.34,8.66
zeri,86032,zeri,86035,93.30,39.80
zeri,86032,zeri,81433,100.00,38.20
zeri,86032,zeri,86049,90.62,36.70
zeri,86032,zeri,86047,100.00,34.70
zeri,86032,zeri,86048,92.40,30.70
zeri,86031i,zeri,86030,99.44,31.80
zeri,86031i,zeri,86029,99.63,30.60
zeri,86031i,zeri,81432,51.78,27.50
zeri,86031i,zeri,86027,57.89,23.50
zeri,86031i,zeri,86031,99.98,20.40
zeri,86031i,zeri,86026,52.30,9.80
zeri,86033,zeri,86039,98.98,17.10
zeri,86033,zeri,86038,100.00,14.30
zeri,86034,zeri,86040,100.00,16.10
zeri,86035,zeri,86049,99.97,70.20
zeri,86035,zeri,86048,99.00,40.00
zeri,86035,zeri,86032,100.00,38.40
zeri,86035,zeri,86047,100.00,25.90
zeri,86035,zeri,81433,100.00,22.00
zeri,86036,zeri,86026,100.00,32.30
zeri,86036,zeri,86088,99.86,31.90
zeri,86036,zeri,86087,100.00,31.50
zeri,86036,zeri,86029,100.00,24.40
zeri,86036,zeri,86030,100.00,22.80
zeri,86036,zeri,81432,100.00,10.20
zeri,86037,zeri,86040,54.31,14.10
zeri,86037,zeri,86038,58.09,11.40
zeri,86037,zeri,86039,56.99,10.20
zeri,86038,zeri,86039,98.30,56.10
zeri,86038,zeri,86037,90.87,12.90
zeri,86039,zeri,86038,99.88,55.30
zeri,86039,zeri,86033,61.95,19.00
zeri,86039,zeri,86037,91.53,11.10
zeri,86040,zeri,86034,63.90,16.30
zeri,86040,zeri,86037,93.32,13.50
zeri,86047,zeri,81433,97.51,32.80
zeri,86047,zeri,86032,83.80,32.80
zeri,86047,zeri,86049,74.46,26.50
zeri,86047,zeri,86035,77.60,25.70
zeri,86047,zeri,86048,77.74,15.00
zeri,86048,zeri,86035,99.11,41.70
zeri,86048,zeri,86049,98.19,41.30
zeri,86048,zeri,86032,100.00,28.00
zeri,86048,zeri,81433,100.00,15.40
zeri,86048,zeri,86047,100.00,14.60
zeri,86049,zeri,86035,100.00,73.30
zeri,86049,zeri,86048,98.97,40.40
zeri,86049,zeri,86032,100.00,36.10
zeri,86049,zeri,86047,100.00,26.70
zeri,86049,zeri,81433,100.00,19.60
zeri,86051,zeri,86052,97.48,33.30
zeri,86052,zeri,86051,99.71,35.70
zeri,86055,zeri,86056,100.00,33.70
zeri,86056,zeri,86055,89.59,31.40
zeri,86059,zeri,86060,99.37,69.80
zeri,86060,zeri,86059,99.18,72.20
zeri,86061,zeri,86063,100.00,30.70
zeri,86063,zeri,86061,93.60,32.20
zeri,86064,zeri,86065,98.38,65.50
zeri,86065,zeri,86064,100.00,66.30
zeri,86066,zeri,86067,97.04,67.50
zeri,86067,zeri,86066,99.56,69.40
zeri,86068,zeri,86071,88.19,31.00
zeri,86068,zeri,86072,94.44,18.80
zeri,86068,zeri,86073,91.75,13.70
zeri,86071,zeri,86072,100.00,32.50
zeri,86071,zeri,86068,100.00,29.40
zeri,86071,zeri,86073,99.92,25.90
zeri,86072,zeri,86073,98.62,52.10
zeri,86072,zeri,86071,94.57,34.50
zeri,86072,zeri,86068,100.00,23.50
zeri,86073,zeri,86072,100.00,55.60
zeri,86073,zeri,86071,96.31,30.40
zeri,86073,zeri,86068,100.00,15.40
zeri,86074,zeri,86076,96.55,53.30
zeri,86074,zeri,86075,93.15,42.70
zeri,86074,zeri,86077,93.97,33.30
zeri,86075,zeri,86077,98.74,60.40
zeri,86075,zeri,86076,98.67,46.70
zeri,86075,zeri,86074,99.38,44.70
zeri,86076,zeri,86074,100.00,50.60
zeri,86076,zeri,86075,96.78,44.70
zeri,86076,zeri,86077,96.92,36.10
zeri,86077,zeri,86075,97.75,59.60
zeri,86077,zeri,86076,98.37,36.50
zeri,86077,zeri,86074,99.60,34.50
zeri,86079,zeri,86080,93.28,40.80
zeri,86080,zeri,86079,100.00,40.40
zeri,86083,zeri,86084,95.88,38.40
zeri,86084,zeri,86083,93.24,39.60
zeri,86087,zeri,86088,99.99,74.10
zeri,86087,zeri,86036,97.18,32.20
zeri,86087,zeri,86026,100.00,22.00
zeri,86087,zeri,86030,100.00,15.30
zeri,86087,zeri,86029,100.00,14.90
zeri,86088,zeri,86087,99.85,74.90
zeri,86088,zeri,86036,96.07,32.90
zeri,86088,zeri,86026,100.00,22.70
zeri,86088,zeri,86030,99.60,14.90
zeri,86088,zeri,86029,100.00,14.10
zeri,86089,zeri,86092,100.00,51.80
zeri,86089,zeri,86090,53.25,20.40
zeri,86089,zeri,86091,52.05,17.30
zeri,86089,zeri,86094,52.59,17.30
zeri,86089,zeri,86093,71.40,13.30
zeri,86090,zeri,86091,97.79,65.00
zeri,86090,zeri,86094,98.19,62.20
zeri,86090,zeri,86093,100.00,36.20
zeri,86090,zeri,86089,100.00,20.10
zeri,86090,zeri,86092,100.00,16.10
zeri,86091,zeri,86094,100.00,75.70
zeri,86091,zeri,86090,100.00,62.70
zeri,86091,zeri,86093,100.00,36.10
zeri,86091,zeri,86092,100.00,16.50
zeri,86091,zeri,86089,100.00,16.10
zeri,86092,zeri,86089,98.46,51.00
zeri,86092,zeri,86094,51.61,17.60
zeri,86092,zeri,86090,52.37,16.50
zeri,86092,zeri,86091,50.63,16.10
zeri,86092,zeri,86093,69.06,11.80
zeri,86093,zeri,86090,75.60,36.90
zeri,86093,zeri,86091,74.09,35.30
zeri,86093,zeri,86094,74.44,32.90
zeri,86093,zeri,86089,100.00,12.90
zeri,86093,zeri,86092,100.00,11.40
zeri,86094,zeri,86091,99.50,75.70
zeri,86094,zeri,86090,99.62,63.10
zeri,86094,zeri,86093,100.00,36.10
zeri,86094,zeri,86092,100.00,18.00
zeri,86094,zeri,86089,100.00,16.50
zeri,86097,zeri,86098,99.21,80.00
zeri,86098,zeri,86097,100.00,79.60
zeri,86102,zeri,86101,100.00,11.80
zeri,86102,zeri,86100,100.00,11.40
zeri,86100,zeri,86101,100.00,76.80
zeri,86100,zeri,86102,41.53,10.20
zeri,86101,zeri,86100,99.44,76.90
zeri,86101,zeri,86102,41.45,9.80
zeri,86105,zeri,86104,9.52,6.60
zeri,86104,zeri,86105,11.61,6.38
zeri,86106,zeri,86103,100.00,10.70
zeri,86106,zeri,86109,100.00,8.70
zeri,86106,zeri,86107,100.00,7.91
zeri,86103,zeri,86107,100.00,62.70
zeri,86103,zeri,86108,100.00,50.60
zeri,86103,zeri,86109,100.00,49.40
zeri,86103,zeri,86106,21.38,11.40
zeri,86107,zeri,86103,95.41,61.40
zeri,86107,zeri,86109,98.82,45.30
zeri,86107,zeri,86108,98.97,44.10
zeri,86107,zeri,86106,19.55,9.06
zeri,86110,zeri,86111,100.00,50.20
zeri,86110,zeri,86117,99.98,49.00
zeri,86110,zeri,86114,98.81,46.70
zeri,86110,zeri,86116,40.07,23.50
zeri,86110,zeri,86119,41.73,19.20
zeri,86108,zeri,86109,100.00,79.40
zeri,86108,zeri,86103,97.66,50.60
